time,E(kinetic),E(total),Temperature,E(potential),Pressure,Volume
fs,kcal/mol,kcal/mol,K,kcal/mol,bar,Å^3
0,87230.8413,-181933.2861,297.9077,-269164.1275,2026.9485,1321588.6521
1000,87188.4485,-109881.6228,297.763,-197070.0713,177.581,1293307.3464
2000,87237.4212,-95800.8545,297.9302,-183038.2756,190.6224,1282150.7914
3000,87404.193,-91756.0472,298.4998,-179160.2402,-158.8214,1268899.128
4000,87589.8604,-91160.6213,299.1338,-178750.4818,-2.6711,1261366.5348
5000,87330.6299,-91700.5189,298.2485,-179031.1488,95.6838,1252669.1381
6000,87001.3881,-92452.1359,297.1241,-179453.524,-74.0883,1250872.2053
7000,87305.0096,-93087.1459,298.161,-180392.1555,89.5408,1238428.2194
8000,87231.5612,-93590.6919,297.9102,-180822.2531,-31.406,1234973.6504
9000,87009.9668,-93713.3932,297.1534,-180723.36,185.02,1229716.5366
10000,87194.2625,-93732.0176,297.7828,-180926.28,1.2836,1228429.4411
11000,87367.2465,-93740.769,298.3736,-181108.0155,169.3175,1226453.374
12000,86975.2471,-93885.4663,297.0348,-180860.7135,355.4733,1223723.2098
13000,86997.9568,-94350.566,297.1124,-181348.5227,158.2375,1216858.5634
14000,87774.049,-93763.958,299.7629,-181538.007,153.5021,1214859.4992
15000,87147.7078,-94063.7503,297.6238,-181211.4581,37.2804,1212278.1281
16000,87453.4645,-93987.964,298.668,-181441.4285,-71.6228,1212519.3556
17000,87766.2448,-94098.8684,299.7362,-181865.1132,-207.9333,1208938.2652
18000,87318.2682,-94406.8823,298.2063,-181725.1505,-269.6916,1205727.2543
19000,87659.2262,-94350.9795,299.3707,-182010.2057,-400.7025,1207725.9357
20000,86862.3874,-95750.5394,296.6494,-182612.9268,-58.6064,1209688.6887
21000,86922.6214,-94845.9709,296.8551,-181768.5922,-209.2272,1207115.5034
22000,87497.5056,-94960.3275,298.8184,-182457.833,27.558,1206904.1339
23000,87146.1006,-94842.5131,297.6183,-181988.6138,-85.7486,1203820.3086
24000,86975.5403,-95662.9005,297.0358,-182638.4408,54.6873,1205637.2799
25000,87406.2897,-95042.9864,298.5069,-182449.2761,11.4037,1202462.5025
26000,87579.1746,-94232.1043,299.0974,-181811.2789,318.3378,1201925.267
27000,87195.004,-94675.8296,297.7853,-181870.8337,111.3494,1203922.3011
28000,86879.3956,-95498.7797,296.7075,-182378.1753,-135.9869,1199165.8463
29000,87406.2984,-94931.3545,298.507,-182337.6528,250.8047,1196527.523
30000,86887.9132,-95818.6,296.7366,-182706.5132,-51.7906,1195962.6091
31000,87228.1947,-95674.7359,297.8987,-182902.9306,208.2132,1194690.9783
32000,87194.2696,-95336.855,297.7828,-182531.1245,-79.4305,1193624.9461
33000,87554.7596,-95048.3403,299.014,-182603.0999,4.5133,1190408.4705
34000,87582.88,-95227.8983,299.11,-182810.7783,24.6046,1190173.3952
35000,87305.9947,-95088.2713,298.1644,-182394.2659,155.2515,1189851.2704
36000,87105.8302,-95406.2502,297.4808,-182512.0804,-125.8368,1188241.7214
37000,87164.1194,-95624.2412,297.6799,-182788.3606,-199.3969,1186796.855
38000,87504.7491,-95507.5137,298.8432,-183012.2628,14.9975,1187603.4871
39000,86997.4521,-95965.5505,297.1107,-182963.0026,-28.7804,1186886.5267
40000,87308.2823,-95654.1936,298.1722,-182962.4759,-182.7354,1184450.5597
41000,87029.1717,-96210.7607,297.219,-183239.9324,-247.776,1182636.3736
42000,87366.8266,-95914.7637,298.3721,-183281.5903,-105.3225,1181688.5717
43000,86995.2826,-95862.9396,297.1033,-182858.2223,-512.3744,1179178.3676
44000,87143.9901,-95824.5444,297.6111,-182968.5345,-285.6848,1178025.1335
45000,87090.1718,-96431.157,297.4273,-183521.3288,80.0811,1176774.7389
46000,87447.5689,-95928.5004,298.6479,-183376.0692,-10.4142,1177411.0931
47000,87215.2153,-96794.4229,297.8544,-184009.6382,172.3951,1174347.053
48000,87328.3299,-95807.4859,298.2407,-183135.8158,-82.2988,1175512.9586
49000,86953.7954,-96051.6121,296.9616,-183005.4075,-72.9119,1175736.2164
50000,87421.2949,-95771.2028,298.5582,-183192.4976,157.2199,1174400.0402
51000,87302.7129,-96258.9014,298.1532,-183561.6143,-204.7757,1172443.5624
52000,87492.0584,-95966.38,298.7998,-183458.4384,161.2026,1170826.1324
53000,87307.7797,-95904.1858,298.1705,-183211.9655,367.1837,1167209.1176
54000,87584.0304,-95637.2151,299.1139,-183221.2455,119.1375,1165585.1285
55000,87317.0871,-96284.0366,298.2023,-183601.1237,206.1487,1165327.7734
56000,87556.0954,-95417.0004,299.0185,-182973.0958,21.0021,1165732.2541
57000,86991.3951,-96801.7394,297.09,-183793.1345,-74.9805,1164221.7745
58000,87096.1007,-96668.67,297.4476,-183764.7707,152.828,1161412.8764
59000,87300.8017,-96249.0238,298.1467,-183549.8255,-156.6046,1158791.6097
60000,87547.1333,-96375.387,298.9879,-183922.5203,-347.8085,1158307.6523
61000,87272.218,-96649.5487,298.049,-183921.7667,70.7147,1157324.3283
62000,87289.4815,-96381.9308,298.108,-183671.4123,-13.8881,1156964.4917
63000,87106.3993,-96855.4613,297.4827,-183961.8606,-330.5069,1152007.1621
64000,87404.3374,-96228.2198,298.5003,-183632.5572,-138.3207,1155796.1066
65000,87690.9847,-96216.5583,299.4792,-183907.543,56.0722,1149973.0882
66000,87282.349,-96615.7502,298.0836,-183898.0992,147.5247,1148178.4144
67000,86765.8401,-96994.9008,296.3197,-183760.741,-12.4495,1149992.4061
68000,87087.0245,-97295.2895,297.4166,-184382.314,158.3342,1147160.4691
69000,87115.8527,-96803.6341,297.515,-183919.4867,-437.6946,1146903.1803
70000,87155.8526,-96692.1493,297.6516,-183848.0019,-37.9887,1144495.7583
71000,87296.5581,-96534.9578,298.1322,-183831.5159,-73.0992,1143171.7254
72000,87440.7778,-96406.1149,298.6247,-183846.8927,-133.0269,1142485.325
73000,87273.1621,-96767.253,298.0523,-184040.4151,-174.4132,1140658.2147
74000,87141.0433,-97056.1952,297.6011,-184197.2385,-99.7102,1137474.7883
75000,87155.5689,-97041.3383,297.6507,-184196.9073,-82.1295,1136755.7304
76000,87152.9859,-97125.6545,297.6418,-184278.6404,21.8228,1136426.1957
77000,86924.6702,-97266.2378,296.8621,-184190.908,154.7479,1132912.3128
78000,87282.585,-96812.3234,298.0845,-184094.9084,219.9406,1130957.2789
79000,87021.7993,-97025.1159,297.1938,-184046.9151,-62.7606,1131300.406
80000,87265.242,-96819.8073,298.0252,-184085.0493,161.4721,1126665.306
81000,87082.7326,-97492.861,297.4019,-184575.5936,124.593,1124575.9241
82000,87151.3329,-97384.7541,297.6362,-184536.087,379.1541,1123614.6192
83000,87668.8827,-96826.52,299.4037,-184495.4027,98.6392,1120552.223
84000,87443.7043,-96765.1317,298.6347,-184208.8359,-150.1395,1119303.1469
85000,87581.8097,-97397.2174,299.1064,-184979.0271,-91.2533,1113487.7207
86000,87173.3646,-97237.0038,297.7114,-184410.3683,180.5326,1112323.3204
87000,87217.9103,-97172.8217,297.8636,-184390.732,79.0882,1111019.8024
88000,87163.2476,-97395.955,297.6769,-184559.2027,-164.001,1104617.4026
89000,87483.9436,-97699.1635,298.7721,-185183.1072,-170.3046,1100430.576
90000,87044.1749,-97895.9855,297.2702,-184940.1604,73.7957,1099421.4035
91000,87296.6415,-97804.3694,298.1325,-185101.0109,-140.3913,1097527.3787
92000,87486.4176,-97186.1851,298.7806,-184672.6028,108.0803,1094893.4546
93000,87273.8125,-97857.8533,298.0545,-185131.6658,-67.9273,1092987.905
94000,87248.5951,-97742.028,297.9684,-184990.6231,-484.3834,1091093.8747
95000,86853.0882,-98256.665,296.6176,-185109.7531,-194.9012,1091418.6191
96000,86778.0174,-98590.9519,296.3613,-185368.9693,-166.2088,1085028.9726
97000,87431.8839,-98076.4977,298.5943,-185508.3816,143.3266,1082750.5522
98000,87485.2593,-98047.966,298.7766,-185533.2253,270.9098,1079957.572
99000,87266.0447,-97877.6531,298.028,-185143.6978,-154.9881,1078968.6239
100000,87088.3853,-98108.5226,297.4212,-185196.908,169.6312,1073472.7031
101000,86923.3768,-98859.9712,296.8577,-185783.348,146.1001,1073010.2847
102000,87100.8604,-98750.751,297.4638,-185851.6114,126.3076,1071911.9517
103000,87247.519,-98228.1516,297.9647,-185475.6706,81.7983,1070634.0381
104000,87326.21,-98302.2087,298.2334,-185628.4187,-200.3839,1066525.8356
105000,87226.2222,-98447.3176,297.892,-185673.5399,-86.6476,1067492.6543
106000,86932.5364,-99064.6735,296.889,-185997.2099,52.6385,1063339.4671
107000,87390.2586,-98783.5457,298.4522,-186173.8043,121.371,1059514.5918
108000,86992.5074,-98678.6578,297.0938,-185671.1652,-46.336,1060374.7679
109000,87340.8616,-98065.5723,298.2835,-185406.4339,35.2768,1060365.3376
110000,87437.0323,-98093.5835,298.6119,-185530.6159,142.2462,1056758.4356
111000,87394.5003,-98078.5318,298.4667,-185473.0321,-61.5538,1054604.716
112000,86877.7667,-98601.8308,296.7019,-185479.5975,21.6549,1051538.2481
113000,87006.7155,-98710.9831,297.1423,-185717.6986,366.6029,1052378.144
114000,87193.5367,-98863.2962,297.7803,-186056.8329,-196.611,1050118.1307
115000,86949.8998,-98903.9769,296.9483,-185853.8767,70.6763,1047228.0827
116000,87648.9942,-98145.8124,299.3358,-185794.8066,2.2495,1045614.6347
117000,87301.8824,-98622.1581,298.1504,-185924.0405,157.0534,1044992.4719
118000,87012.1697,-98846.4595,297.1609,-185858.6292,40.5041,1040916.3669
119000,87360.4775,-99079.4952,298.3505,-186439.9727,46.2558,1041626.5777
120000,86985.96,-99482.1576,297.0714,-186468.1176,54.5935,1038908.7819
121000,87109.6364,-99065.304,297.4938,-186174.9404,-364.0963,1035000.4061
122000,87139.4947,-98834.6665,297.5958,-185974.1611,171.3086,1033094.4169
123000,87254.8775,-99245.0147,297.9898,-186499.8922,-111.7328,1033690.1463
124000,87354.2438,-98779.7706,298.3292,-186134.0144,40.7406,1029489.6857
125000,87592.4662,-98567.6754,299.1427,-186160.1416,-258.8004,1028648.4966
126000,87421.99,-98587.3417,298.5605,-186009.3317,392.4155,1024275.7404
127000,87106.021,-98920.7424,297.4815,-186026.7634,-183.7695,1023627.494
128000,87050.8029,-99580.873,297.2929,-186631.6759,72.4617,1023744.336
129000,87173.1888,-99288.7609,297.7108,-186461.9496,-98.1,1023274.9819
130000,87712.402,-98569.5399,299.5523,-186281.9419,-121.7092,1021458.8497
131000,86933.8209,-99311.0097,296.8934,-186244.8306,367.6136,1023025.2026
132000,87155.2909,-99420.1684,297.6497,-186575.4594,-64.9153,1020860.571
133000,87358.9634,-99345.1738,298.3453,-186704.1372,167.7699,1018892.9267
134000,87277.9322,-99257.7294,298.0686,-186535.6616,-284.5951,1018024.469
135000,87279.8293,-99537.9673,298.075,-186817.7966,305.4215,1017240.8806
136000,86983.6832,-99984.7759,297.0637,-186968.4592,-145.1486,1013416.0657
137000,87054.5473,-99500.1948,297.3057,-186554.7421,178.7439,1016891.1854
138000,87059.5639,-99666.6876,297.3228,-186726.2515,-11.8926,1014100.4841
139000,87167.6137,-99292.072,297.6918,-186459.6857,221.0062,1013751.4417
140000,87309.0855,-99417.1862,298.175,-186726.2716,91.8623,1013002.507
141000,87442.8487,-99521.1627,298.6318,-186964.0114,-54.0104,1011137.8609
142000,87209.2919,-99662.6605,297.8341,-186871.9525,-25.7328,1011149.7524
143000,87381.1093,-99408.4293,298.4209,-186789.5386,334.3457,1010382.2294
144000,87176.7014,-99927.5556,297.7228,-187104.2571,148.3418,1008233.1157
145000,87275.2127,-100029.9952,298.0593,-187305.2079,-156.1333,1008478.7171
146000,87435.9393,-99720.1352,298.6082,-187156.0744,290.9515,1004749.4438
147000,87530.2105,-99628.9654,298.9301,-187159.1759,-280.3506,1002979.6629
148000,87282.3034,-99614.9635,298.0835,-186897.2669,115.9105,1002434.6719
149000,87176.4743,-99921.4478,297.7221,-187097.9221,-131.162,1002126.4995
150000,87596.6136,-99395.7969,299.1569,-186992.4105,-126.5798,1003467.358
151000,87141.9968,-100007.5154,297.6043,-187149.5122,-345.3253,1001226.9079
152000,87475.4268,-99221.3112,298.743,-186696.738,47.7856,1001518.4848
